category,productImage,productUrl,productPrice,productOrigin,productName
Home Improvement,http://ecx.images-amazon.com/images/I/31JT9YLhGtL._SY300_.jpg,http://www.amazon.com/Whirlpool-4396841-Button-Refrigerator-Filter/dp/B000UW2DTE,$26.34,Taiwan,Whirlpool 4396841 PUR Push Button Side-by-Side Refrigerator Water Filter
Home Improvement,http://ecx.images-amazon.com/images/I/41bcSICIjBL._SY300_.jpg,http://www.amazon.com/Howard-Leight-R-01526-Electronic-Earmuff/dp/B001T7QJ9O,$48.99,China,Howard Leight R-01526 Impact Sport Electronic Earmuff
Home Improvement,http://ecx.images-amazon.com/images/I/41B1XvRUTOL._SX300_.jpg,http://www.amazon.com/Nest-Learning-Thermostat-Generation-T200577/dp/B009GDHYPQ,$249.00,USA,Nest Learning Thermostat - 2nd Generation T200577
Home Improvement,http://ecx.images-amazon.com/images/I/41Y1oXmQvfL._SY300_.jpg,http://www.amazon.com/Headlamp-Brightness-Headlamps-Batteries-Included/dp/B005FEGYJC,$249.00,China,"LE LED Headlamp, 18 White LED and 2 Red LED, 4 Brightness Level Choice, LED Headlamps, 3 AAA Batteries Included"
Home Improvement,http://ecx.images-amazon.com/images/I/41AIgJB6dbL._SY300_.jpg,http://www.amazon.com/Kidde-KN-COPP-B-LPM-Battery-Operated-Monoxide-Digital/dp/B004Y6V5CI,$20.25,China,Kidde KN-COPP-B-LPM Battery-Operated Carbon Monoxide Alarm with Digital Display
Home Improvement,http://ecx.images-amazon.com/images/I/41P2bVEEhDL._SY300_.jpg,http://www.amazon.com/CH-Hanson-03040-Magnetic-Finder/dp/B000IKK0OI,$8.99,China,CH Hanson 03040 Magnetic Stud Finder
Home Improvement,http://ecx.images-amazon.com/images/I/51pxxSjqu0L._SX300_.jpg,http://www.amazon.com/3M-Indoor-Window-Insulator-5-Window/dp/B00002NCJI,$12.99,China,"3M Indoor Window Insulator Kit, 5-Window"
Home Improvement,http://ecx.images-amazon.com/images/I/51Fmve9iRgL._SY300_.jpg,http://www.amazon.com/Duck-281506-10-Window-Insulator-420-Inch/dp/B002GKC2GW,$11.43,China,"Duck Brand 281506 Indoor 10-Window Shrink Film Insulator Kit, 62-Inch by 420-Inch"
Home Improvement,http://ecx.images-amazon.com/images/I/51t60In2mlL._SY300_.jpg,http://www.amazon.com/OKeeffes-Working-Hands-Cream-3-4/dp/B00121UVU0,$8.00, USA,"O'Keeffe's Working Hands Cream, 3.4 oz."
Home Improvement,http://ecx.images-amazon.com/images/I/51lf7ia3K2L._SY300_.jpg,http://www.amazon.com/Energetic-Lighting-ELY09-EAS-VB-6-Lumen-6-Pack/dp/B00OPAH0JK,$37.99, USA,"Energetic Lighting ELY09-EAS-VB-6 A19 800 Lumen 8.2 Watt LED Bulb, 6-Pack"
Home Improvement,http://ecx.images-amazon.com/images/I/41HCZ4IRHmL._SY300_.jpg,http://www.amazon.com/WBM-Himalayan-1002-Natural-Purifying/dp/B001892AX2,$19.76,China,"WBM Himalayan Light #1002 Natural Air Purifying Himalayan Salt Lamp with Neem Wood Base, Bulb and Dimmer switch"
Home Improvement,http://ecx.images-amazon.com/images/I/31qUNG458wL._SY300_.jpg,http://www.amazon.com/Samsung-DA29-00020B-Refrigerator-Carbon-Filter/dp/B003N1ZSYG,$28.51,Mexico,"Samsung DA29-00020B Refrigerator Carbon Water Filter, 1-Pack"
Home Improvement,http://ecx.images-amazon.com/images/I/311puUe33EL._SY300_.jpg,http://www.amazon.com/Maytag-UKF8001-Refrigerator-Filter-1-Pack/dp/B001XW8KW4,$27.99,Taiwan,Maytag UKF8001 Pur Refrigerator Water Filter 1-Pack
Home Improvement,http://ecx.images-amazon.com/images/I/51mn9bKakRL._SY300_.jpg,http://www.amazon.com/OKeeffe-Healthy-Feet-Cream-3-2oz/dp/B0002QB9NE,$6.34,Taiwan,O'Keeffe Healthy Feet Cream 3.2oz Jar
Home Improvement,http://ecx.images-amazon.com/images/I/41aM%2B8rEAFL._SX300_.jpg,http://www.amazon.com/Chamberlain-WD962KEV-Whisper-Technology-Battery/dp/B0071JJBOE,$307.55,Taiwan,Chamberlain WD962KEV Whisper Drive Garage Door Opener with MyQ Technology and Battery Backup
Home Improvement,http://ecx.images-amazon.com/images/I/41YePFIK9HL._SY300_.jpg,http://www.amazon.com/General-Electric-MWF-Refrigerator-Filter/dp/B000AST3AK,$38.88,USA,General Electric MWF Refrigerator Water Filter
Gift Cards,,http://www.amazon.com/Amazon-com-Black-Gift-Card-Box/dp/B008EN462I,,,
Home Improvement,http://ecx.images-amazon.com/images/I/41C8L0VDn-L._SY300_.jpg,http://www.amazon.com/Flashlight-Torch-Adjustable-Focus-Light/dp/B006E0QAFY,$3.90,China,Mini Cree Led Flashlight Torch Adjustable Focus Light Lamp
Gift Cards,,http://www.amazon.com/Amazon-com-15-Gift-Cards-Holiday/dp/B005FGQIL4,,,
Health & Personal Care,http://ecx.images-amazon.com/images/I/51PWBOMRnML._SX300_.jpg,http://www.amazon.com/Pampers-Swaddlers-Diapers-Economy-Count/dp/B00DFFT9SQ,$46.49, USA,Pampers Swaddlers Diapers Size 1 Economy Pack Plus 216 Count
Health & Personal Care,http://ecx.images-amazon.com/images/I/514PcRcrayL._SY300_.jpg,http://www.amazon.com/Pampers-Swaddlers-Diapers-Economy-Count/dp/B00DFFT8JQ,$45.97, USA,Pampers Swaddlers Diapers Size 2 Economy Pack Plus 186 Count
Health & Personal Care,http://ecx.images-amazon.com/images/I/51riNGaOfYL._SY300_.jpg,http://www.amazon.com/Cottonelle-Ultra-Comfort-Toilet-Paper/dp/B008EIY0F6,$7.99, USA,"Cottonelle Ultra Comfort Care Toilet Paper, Big Roll, 12 Count"
Health & Personal Care,http://ecx.images-amazon.com/images/I/41LmTzHV9dL._SY300_.jpg,http://www.amazon.com/Optimum-Nutrition-Standard-Double-Chocolate/dp/B000QSNYGI,$57.99, USA,"Optimum Nutrition 100% Whey Gold Standard, Double Rich Chocolate, 5 Pound"
Health & Personal Care,http://ecx.images-amazon.com/images/I/51HISkGLlzL._SX300_.jpg,http://www.amazon.com/Lysol-Disinfecting-Wipes-Value-Blossom/dp/B00M977Y4C,$9.97, USA,"Lysol Disinfecting Wipes Value Pack, Lemon and Lime Blossom, 240 Count"
Health & Personal Care,http://ecx.images-amazon.com/images/I/41Q8rkMmqBL._SX300_.jpg,http://www.amazon.com/Quest-Nutrition-Protein-Chocolate-Cookie/dp/B00DLDH1N2,$24.99, USA,"Quest Nutrition Protein Bar Chocolate Chip Cookie Dough Flavor, 2.12 oz,12 Count"
Health & Personal Care,http://ecx.images-amazon.com/images/I/51s76sTolXL._SY300_.jpg,http://www.amazon.com/Tide-Laundry-Detergent-Spring-Meadow/dp/B004YHKVCM,$19.22, USA,Tide Pods Laundry Detergent Spring Meadow Scent 77 Count
Health & Personal Care,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,http://www.amazon.com/Fitbit-Wireless-Activity-Sleep-Wristband/dp/B00BGO0Q9O,$96.56, China,"Fitbit Flex Wireless Activity + Sleep Wristband, Black"
Health & Personal Care,http://ecx.images-amazon.com/images/I/61fHO-Gp14L._SY300_.jpg,http://www.amazon.com/Kleenex-Ultra-Tissues-White-120ct/dp/B008YD8232,$15.99, USA,"Kleenex Ultra Soft Tissues, White, 120ct, Pack of 8"
Health & Personal Care,http://ecx.images-amazon.com/images/I/31zmgHgftJL._SY300_.jpg,http://www.amazon.com/Amope-Pedi-Perfect-Electronic-Pedicure/dp/B00LE99PA2,$39.99, USA,Amope Pedi Perfect Electronic Pedicure Foot File
Health & Personal Care,http://ecx.images-amazon.com/images/I/31dRwVulEOL._SY300_.jpg,http://www.amazon.com/Panasonic-ER-GN30-K-Facial-Trimmer-Cleaning/dp/B0049LUI9O,$12.48, USA,"Panasonic ER-GN30-K Nose, Ear & Facial Hair Trimmer Wet/Dry with Vortex Cleaning System"
Health & Personal Care,http://ecx.images-amazon.com/images/I/51Y0RpKSWFL._SY300_.jpg,http://www.amazon.com/Pampers-Swaddlers-Diapers-Economy-Count/dp/B00DFFT5HG,$45.99, USA,Pampers Swaddlers Diapers Size 4 Economy Pack Plus 144 Count
Health & Personal Care,http://ecx.images-amazon.com/images/I/51NQqOnxfbL._SX300_.jpg,http://www.amazon.com/Glad-Kitchen-Drawstring-Trash-Gallon/dp/B00ASBOP9S,$13.76, USA,"Glad Tall Kitchen Drawstring Trash Bags, 13 Gallon, 90 Count"
Health & Personal Care,http://ecx.images-amazon.com/images/I/41Vmwy%2B2DOL._SX300_.jpg,http://www.amazon.com/Playtex-Diaper-Genie-Refill-count/dp/B009TJ3J60,$18.99, USA,"Playtex Diaper Genie Refill, 270 count (pack of 3)"
Health & Personal Care,http://ecx.images-amazon.com/images/I/41uW4yBwOzL._SX300_.jpg,http://www.amazon.com/Pampers-Swaddlers-Diapers-Economy-Count/dp/B00DFFT76U,$46.49, USA,Pampers Swaddlers Diapers Size 3 Economy Pack Plus 162 Count
Health & Personal Care,http://ecx.images-amazon.com/images/I/51OHMZRgbnL._SX300_.jpg,http://www.amazon.com/Angel-Soft-Double-Rolls-Total/dp/B009EQ3MBK,$21.99, USA,"Angel Soft, Double Rolls, [4 Rolls*12 Pack] = 48 Total Count"
Health & Personal Care,http://ecx.images-amazon.com/images/I/51Sewh%2BZaJL._SY300_.jpg,http://www.amazon.com/Sparkle-Paper-Towels-Giant-Pick-A-Size/dp/B00BGN8PLG,$23.91, USA,"Sparkle Paper Towels, 24 Giant Rolls, Pick-A-Size, White"
Health & Personal Care,http://ecx.images-amazon.com/images/I/61-guEAiuCL._SY300_.jpg,http://www.amazon.com/Quilted-Northern-Ultra-Tissue-Double/dp/B007UZNS5W,$23.94, USA,"Quilted Northern Ultra Plush Bath Tissue, 48 Double Rolls"
Grocery & Gourmet Food,http://ecx.images-amazon.com/images/I/61OW6TwtwtL._SX300_.jpg,http://www.amazon.com/Coffee-Variety-Sampler-Pack-Brewers/dp/B00K2RY8GI,$24.70,,"Coffee Variety Sampler Pack for Keurig K-Cup Brewers, 40 Count"
Health & Personal Care,http://ecx.images-amazon.com/images/I/51XjG4fQ62L._SY300_.jpg,http://www.amazon.com/Huggies-Simply-Clean-Wipes-Refill/dp/B00HG699OO,$11.97, USA,"Huggies Simply Clean Baby Wipes, Refill, 648 Count"
Grocery & Gourmet Food,http://ecx.images-amazon.com/images/I/41O5SLgE%2BEL._SY300_.jpg,http://www.amazon.com/Collagen-Hydrolysate-beef-kosher-unflavored/dp/B005KG7EDU,$21.49,,Collagen Hydrolysate (beef kosher) unflavored 1lb can
Grocery & Gourmet Food,http://ecx.images-amazon.com/images/I/61jCgZxW8pL._SY300_.jpg,http://www.amazon.com/San-Francisco-Bay-Coffee-Breakfast/dp/B007TGDXMU,$33.65,,"San Francisco Bay Coffee, Breakfast Blend, 80 OneCup Single Serve Cups"
Grocery & Gourmet Food,http://ecx.images-amazon.com/images/I/51DcImM5I0L._SY300_.jpg,http://www.amazon.com/Vita-Coco-Coconut-Water-Ounce/dp/B000LL0R8I,$16.20,,"Vita Coco Coconut Water, 11.1 Ounce (Pack of 12)"
Grocery & Gourmet Food,http://ecx.images-amazon.com/images/I/519PACkBAfL._SX300_.jpg,http://www.amazon.com/San-Francisco-Bay-Coffee-French/dp/B007TGDXNO,$27.99,,"San Francisco Bay Coffee, French Roast, 80 OneCup Single Serve Cups"
Grocery & Gourmet Food,http://ecx.images-amazon.com/images/I/51ZvMCr4LLL._SY300_.jpg,http://www.amazon.com/Grove-Square-Cappuccino-Vanilla-24-Count/dp/B005K4Q1YA,$10.63,,"Grove Square Cappuccino, French Vanilla, 24-Count Single Serve Cup for Keurig K-Cup Brewers"
Grocery & Gourmet Food,http://ecx.images-amazon.com/images/I/61q-fe4jb2L._SX300_.jpg,http://www.amazon.com/30-count-CAPPUCCINO-Variety-Pack-Single-Serve/dp/B00KSIE39I,$18.95,,"30-count TOP BRAND COFFEE, TEA, CIDER, HOT COCOA and CAPPUCCINO K-Cup Variety Sampler Pack, Single-Serve Cups for Keurig Brewers"
Grocery & Gourmet Food,http://ecx.images-amazon.com/images/I/51ooJZwzEBL._SY300_.jpg,http://www.amazon.com/Grove-Square-Hot-Cocoa-Chocolate/dp/B005K4Q1VI,$11.97,,"Grove Square Hot Cocoa, Milk Chocolate, 24 Count Single Serve Cup for Keurig K-Cup Brewers"
Grocery & Gourmet Food,http://ecx.images-amazon.com/images/I/41v3Z4jtoiL._SY300_.jpg,http://www.amazon.com/Keurig-Original-Donut-Regular-Medium/dp/B00I08JAYG,$45.35,,"Keurig, The Original Donut Shop, Regular, Medium Extra Bold, K-Cup packs, 72 Count"
Grocery & Gourmet Food,http://ecx.images-amazon.com/images/I/41P5wIV%2BM3L._SY300_.jpg,http://www.amazon.com/Nutiva-Organic-Seeds-Black-Ounce/dp/B00AQFGL3O,$18.48,,"Nutiva Organic Chia Seeds Black, 32 Ounce"
Grocery & Gourmet Food,http://ecx.images-amazon.com/images/I/41DOz81XrTL._SY300_.jpg,http://www.amazon.com/McCormick-Pure-Vanilla-Extract-16-OZ/dp/B005MIWPGC,$11.99,,McCormick Pure Vanilla Extract-16 OZ
Grocery & Gourmet Food,http://ecx.images-amazon.com/images/I/51o1bo7Gq%2BL._SX300_.jpg,http://www.amazon.com/KIND-Cranberry-Almond-Antioxidants-Gluten/dp/B001D0DMME,$16.79,,"KIND PLUS, Cranberry Almond + Antioxidants, Gluten Free Bars (Pack of 12)"
Grocery & Gourmet Food,http://ecx.images-amazon.com/images/I/51a071PqStL._SY300_.jpg,http://www.amazon.com/San-Francisco-Bay-Coffee-Chaser/dp/B007Y59HVM,$34.09,,"San Francisco Bay Coffee, Fog Chaser, 80 OneCup Single Serve Cups"
Grocery & Gourmet Food,http://ecx.images-amazon.com/images/I/51g-UhaYXYL._SY300_.jpg,http://www.amazon.com/Izze-Sparkling-Juice-Variety-Ounce/dp/B007J82R8O,$14.49,,"Izze Sparkling Juice Variety Pack, 8.4 Ounce (Pack of 24)"
Grocery & Gourmet Food,http://ecx.images-amazon.com/images/I/51-CKTSYIzL._SY300_.jpg,http://www.amazon.com/KIND-Spices-Chocolate-Ounce-12-Count/dp/B007PE7ANY,$14.89,,"KIND Nuts & Spices, Dark Chocolate Nuts & Sea Salt, 1.4 Ounce, 12-Count Bars"
Grocery & Gourmet Food,http://ecx.images-amazon.com/images/I/51EsoNgG9EL._SY300_.jpg,http://www.amazon.com/Natures-Way-Organic-Coconut-32-Ounce/dp/B003OGKCDC,$15.99,,"Nature's Way Extra Virgin Organic Coconut Oil, 32-Ounce"
Kindle Store,,http://www.amazon.com/All-Light-We-Cannot-See-ebook/dp/B00DPM7TIG,,,
Kindle Store,,http://www.amazon.com/The-Thin-Woman-Dorothy-Cannell-ebook/dp/B007IM1818,,,
Grocery & Gourmet Food,http://ecx.images-amazon.com/images/I/41vYmrmTfwL._SY300_.jpg,http://www.amazon.com/Starbucks-Doubleshot-Espresso-Cream-Ounce/dp/B00DS4Q1IK,$25.68,,"Starbucks Doubleshot, Espresso + Cream, 6.5 Ounce, 12 Pack"
Kindle Store,,http://www.amazon.com/His-Secretary-Undone-Billionaire-Romance-ebook/dp/B00OQABJBO,,,
Kindle Store,,http://www.amazon.com/RUIN-Part-Two-Series-Book-ebook/dp/B00OJG202W,,,
Grocery & Gourmet Food,http://ecx.images-amazon.com/images/I/51GJGJHvi5L._SY300_.jpg,http://www.amazon.com/Viva-Labs-Organic-Virgin-Coconut/dp/B00DS842HS,$25.68,,"Viva Labs Organic Extra Virgin Coconut Oil, 16 Ounce"
Kindle Store,,http://www.amazon.com/RUIN-The-Series-Book-ebook/dp/B00O5OLJ0C,,,
Kindle Store,,http://www.amazon.com/Blood-Magick-Cousins-ODwyer-Trilogy-ebook/dp/B00INIXJ36,,,
Kindle Store,,http://www.amazon.com/The-Glassblower-Trilogy-Book-ebook/dp/B00HVG6WGM,,,
Kindle Store,,http://www.amazon.com/Leaving-Time-Novel-Jodi-Picoult-ebook/dp/B00HXYKYIE,,,
Kindle Store,,http://www.amazon.com/Call-Nurse-Stories-Country-Scottish-ebook/dp/B00C7XDYHO,,,
Kindle Store,,http://www.amazon.com/All-Ever-Wanted-Barbara-Freethy-ebook/dp/B004MYFSD4,,,
Kindle Store,,http://www.amazon.com/The-Unimaginable-Dina-Silver-ebook/dp/B00J8U1GYC,,,
Kindle Store,,http://www.amazon.com/Shadow-Boys-Jon-Cantrell-Thriller-ebook/dp/B00K0WNB86,,,
Kindle Store,,http://www.amazon.com/RUIN-Part-Three-Series-Book-ebook/dp/B00P16NWJO,,,
Kindle Store,,http://www.amazon.com/Burning-Room-Harry-Bosch-Novel-ebook/dp/B00IJJUIMY,,,
Kindle Store,,http://www.amazon.com/Gone-Girl-Novel-Gillian-Flynn-ebook/dp/B006LSZECO,,,
Kindle Store,,http://www.amazon.com/End-Secrets-Ryan-Quinn-ebook/dp/B00JQS1TJI,,,
Kindle Store,,http://www.amazon.com/Ticker-Lisa-Mantchev-ebook/dp/B00JJZ3QV2,,,
Kindle Store,,http://www.amazon.com/Gray-Mountain-Novel-John-Grisham-ebook/dp/B00JYWUHO4,,,
Kindle Store,,http://www.amazon.com/My-Sisters-Grave-Robert-Dugoni-ebook/dp/B00K2EOONI,,,
Jewelry,http://ecx.images-amazon.com/images/I/51GPc8jcU2L._SY300_.jpg,http://www.amazon.com/Yazilind-Lolita-Braided-Fabric-Necklace/dp/B00DLZ0R2C,$29.31,"
                    ",Yazilind Lolita Black Braided Fabric Lace Choker Beads Tassel Chain Necklace 14in
Jewelry,http://ecx.images-amazon.com/images/I/51obzK3QDSL._SY300_.jpg,http://www.amazon.com/Mens-Black-Stainless-Steel-Bracelet/dp/B00KY731AA,$24.99,"
                    ",Mens Black Curb Link Stainless Steel Bracelet
Jewelry,http://ecx.images-amazon.com/images/I/51y5Mw9ZadL._SY300_.jpg,http://www.amazon.com/Stainless-Steel-Element-Magnetic-Bracelet/dp/B00OFBAJWE,$24.99,"
                    ","Mens Black Link Stainless Steel Extra Strong Four Element Magnetic Bracelet, Free Link Removal Tool"
Jewelry,http://ecx.images-amazon.com/images/I/31w0AwLq4ML._SY300_.jpg,http://www.amazon.com/Loving-Family-Sterling-Pendant-Children/dp/B000PAOHD6,$24.99,"
                    ","Loving Family Sterling Mother Child Pendant, 3 Children"
Jewelry,http://ecx.images-amazon.com/images/I/51vV8uqf1FL._SY300_.jpg,http://www.amazon.com/Sterling-Crystal-Earrings-Swarovski-Elements/dp/B00B9JJL42,$64.95,"
                    ",Sterling Silver Purple and White Crystal Hoop Earrings made with Swarovski Elements
Jewelry,http://ecx.images-amazon.com/images/I/41SKz1F%2BV7L._SY300_.jpg,http://www.amazon.com/Amazing-Double-Freshwater-Necklace-Pearls/dp/B005CIWGQQ,$34.99,"
                    ","Amazing Pink Double Twist Freshwater Pearl Necklace 16"" Pearls:8mm"
Jewelry,http://ecx.images-amazon.com/images/I/41%2BH1magw4L._SY300_.jpg,http://www.amazon.com/Women-Jewelry-Stainless-Promise-Couples/dp/B00H3L9I2A,$34.99,"
                    ","KONOV Jewelry Mens Womens Hearte Stainless Steel Promise Ring ""Real Love"" Couples Wedding Bands"
Jewelry,http://ecx.images-amazon.com/images/I/41PrmpwggSL._SY300_.jpg,http://www.amazon.com/Bling-Jewelry-Sterling-Silver-Necklace/dp/B00DZZP3E0,$25.99,"
                    ",Bling Jewelry Sterling Silver Mens Curb Cuban Chain Necklace 80 Gauge Italy
Jewelry,http://ecx.images-amazon.com/images/I/31-PUi37gRL._SY300_.jpg,http://www.amazon.com/Sterling-Silver-Italian-Necklace-Nickel/dp/B000B6TMFW,$7.52,"
                    ","Sterling Silver Italian Box Chain Necklace 0.8mm Very Thin Nickel Free, sizes 16 - 30 inch"
Jewelry,http://ecx.images-amazon.com/images/I/41gBWxWPsML._SY300_.jpg,http://www.amazon.com/Sterling-Silver-Grandma-Pandora-Bracelet/dp/B00BS4D93W,$27.99,"
                    ",Sterling Silver Heart Grandma Bead Charm Fits Pandora Bracelet
Jewelry,http://ecx.images-amazon.com/images/I/319JL--H5xL._SY300_.jpg,http://www.amazon.com/Loving-Family-Sterling-Pendant-Children/dp/B000PAOHCC,$27.99,"
                    ","Loving Family Sterling Parent Child Pendant, 3 Children"
Jewelry,http://ecx.images-amazon.com/images/I/41LXgw1bgUL._SY300_.jpg,http://www.amazon.com/Stainless-Valentine-Couples-Wedding-Engagement/dp/B00CRDLB74,$27.99,"
                    ","Men,Women's ""Real Love"" Heart Stainless Steel Band Ring Valentine Love Couples Wedding Engagement Promise"
Jewelry,http://ecx.images-amazon.com/images/I/41qt4l4GlxL._SY300_.jpg,http://www.amazon.com/Sterling-Silver-Black-White-Diamond/dp/B006HGINXM,$39.99,"
                    ",Sterling Silver Black and White Round Diamond Heart Ring (1/20 Cttw)
Jewelry,http://ecx.images-amazon.com/images/I/31oW%2BbjClaL._SY300_.jpg,http://www.amazon.com/Sterling-Silver-1mm-Chain-Inches/dp/B00CKXXMNM,$39.99,"
                    ","Sterling Silver 1mm Box Chain 14"" 16"" 17"" 18"" 19"" 20"" 22"" 24"" 30"" 36"" Necklace"
Jewelry,http://ecx.images-amazon.com/images/I/41JYt9vCloL._SX300_.jpg,http://www.amazon.com/Alex-Ani-Daughter-Rafaelian-Expandable/dp/B007UMDH8I,$27.28,"
                    ","Alex and Ani ""Because I Love You"" Expandable Wire Bangle Bracelet, 7.75"""
Jewelry,http://ecx.images-amazon.com/images/I/41SPkhBzotL._SX300_.jpg,http://www.amazon.com/Alex-Ani-Birthstone-Shiny-Silver-Expandable/dp/B007UMDB7U,$27.29,"
                    ","Alex and Ani ""Bangle Bar"" Birthstone Bangle Bracelet, 7.75"""
Jewelry,http://ecx.images-amazon.com/images/I/41ZYef5UO1L._SY300_.jpg,http://www.amazon.com/Adorable-Diamond-Penguin-Necklace-Sterling/dp/B0089ZNO88,$79.99,"
                    ",Adorable Black Diamond Penguin Necklace in Sterling Silver
Home & Kitchen,http://ecx.images-amazon.com/images/I/41sskHxTbAL._SY300_.jpg,http://www.amazon.com/Disney-Frozen-Olaf-Cuddle-Pillow/dp/B00FW0VYAS,$15.19, China,Disney Frozen Olaf Cuddle Pillow
Home & Kitchen,http://ecx.images-amazon.com/images/I/31s8tf4BTGL._SY300_.jpg,http://www.amazon.com/Dirt-Devil-Simpli-Stik-Lightweight-SD20000RED/dp/B002KCO96C,$17.00, China,"Dirt Devil Simpli-Stik Lightweight Corded Bagless Stick Vacuum, SD20000RED"
Home & Kitchen,http://ecx.images-amazon.com/images/I/41Zwn7biNlL._SY300_.jpg,http://www.amazon.com/Lasko-755320-Ceramic-Digital-Display/dp/B000TTV2QS,$49.95, China,Lasko 755320 Ceramic Tower Heater with Digital Display and Remote Control
Home & Kitchen,http://ecx.images-amazon.com/images/I/31huKo7ZSiL._SY300_.jpg,http://www.amazon.com/BISSELL-CleanView-Upright-OnePass-9595/dp/B00AZBIZTW,$74.99, China,"BISSELL CleanView Upright Vacuum with OnePass, 9595A (Same as 9595)"
Home & Kitchen,http://ecx.images-amazon.com/images/I/41kuJWwdWlL._SY300_.jpg,http://www.amazon.com/Lasko-5307-Oscillating-Ceramic-16-Inch/dp/B005M03ER4,$32.98, China,"Lasko 5307 Oscillating Ceramic Tower Heater, 16-Inch"
Jewelry,http://ecx.images-amazon.com/images/I/41fCRGdNATL._SY300_.jpg,http://www.amazon.com/KATGI-Sterling-Austrian-Crystals-Necklace/dp/B00LN0K358,$79.99,"
                    ",KATGI Fashion Diamond Accent Austrian Crystals Heart Shape Pendant Necklace
Home & Kitchen,http://ecx.images-amazon.com/images/I/41ZrP7jCFwL._SY300_.jpg,http://www.amazon.com/Maytex-Mildew-Shower-Curtain-Liner/dp/B001T4ZAX8,$9.41, Antigua And Barbuda,"Maytex No More Mildew Shower Curtain Liner, Clear, 72"" x 72"""
Home & Kitchen,http://ecx.images-amazon.com/images/I/51enRFUnxXL._SY300_.jpg,http://www.amazon.com/AcuRite-00613A1-Indoor-Humidity-Monitor/dp/B0013BKDO8,$9.98, China,AcuRite 00613A1 Indoor Humidity Monitor
Industrial & Scientific,http://ecx.images-amazon.com/images/I/314HQB0GANL._SX342_.jpg,http://www.amazon.com/Aven-17542-Desoldering-2-5mm-Length/dp/B003E48ERU,$2.21,,"Aven 17542 Desoldering Wick, 2.5mm Width, 5' Length"
Home & Kitchen,http://ecx.images-amazon.com/images/I/61SG625bvFL._SY300_.jpg,http://www.amazon.com/Lasko-754200-Ceramic-Adjustable-Thermostat/dp/B000TKDQ5C,$24.97, China,Lasko 754200 Ceramic Heater with Adjustable Thermostat
Industrial & Scientific,http://ecx.images-amazon.com/images/I/41i1OU9dwkL._SY300_.jpg,http://www.amazon.com/Georgia-Pacific-Signature-Premium-C-Fold-Length/dp/B0017TKE8G,$24.49,,"Georgia-Pacific Signature 23000 White 2-Ply Premium C-Fold Paper Towel, 13.2"" Length x 10.1"" Width (Case of 12 Packs, 120 per Pack)"
Industrial & Scientific,http://ecx.images-amazon.com/images/I/411fpAGGB7L._SX342_.jpg,http://www.amazon.com/Cyalume-SnapLight-Industrial-Sticks-Duration/dp/B004NBZLJ2,$10.49,,"Cyalume SnapLight Industrial Grade Light Sticks, Green, 6"" Long, 12 Hour Duration (Pack of 10)"
Industrial & Scientific,http://ecx.images-amazon.com/images/I/417aC%2BBAETL._SX342_.jpg,http://www.amazon.com/Medium-Binder-Clips-Steel-Silver/dp/B00B9H8FK0,$5.40,,"Medium Binder Clips, Steel Wire, 5/8"" Cap., 1-1/4"" Wide, Black/Silver, 36/Pack"
Jewelry,http://ecx.images-amazon.com/images/I/41uWK9s5sEL._SX300_.jpg,http://www.amazon.com/Alex-Ani-Rafaelian-Expandable-Bracelet/dp/B00CUAJ806,$24.64,"
                    ","Alex and Ani Initial Expandable Wire Bangle Bracelet, 7.25"""
Industrial & Scientific,http://ecx.images-amazon.com/images/I/41k8KfHLqpL._SX342_.jpg,http://www.amazon.com/Blank-Microscope-Slides-Square-Cover/dp/B002OS6D9I,$5.65,,72 Blank Microscope Slides and 100 Square Cover Glass
Industrial & Scientific,http://ecx.images-amazon.com/images/I/21ktnBE3MKL.jpg,http://www.amazon.com/Empty-Perfume-Bottles-NATURAL-COSMETICS-BEAUTY/dp/B005Y4ZPUW,$8.80,,18 Empty Glass 10ml Roll On Perfume Bottles by NATURAL-COSMETICS BEAUTY
Industrial & Scientific,http://ecx.images-amazon.com/images/I/41%2BBF3Oq4VL._SX342_.jpg,http://www.amazon.com/URWM184872BK-Storage-Adjustable-Shelves-Capacity/dp/B00DSAAYM8,$59.78,,"Edsal URWM184872BK Black Steel Storage Rack, 5 Adjustable Shelves, 4000 lb. Capacity, 72"" Height x 48"" Width x 18"" Depth"
Industrial & Scientific,http://ecx.images-amazon.com/images/I/41y2fAYbhNL._SY445_.jpg,http://www.amazon.com/Cooper-Atkins-24HP-01-1-Stainless-Thermometer-Temperature/dp/B00125TABM,$4.64,,"Cooper-Atkins 24HP-01-1 Stainless Steel Bi-Metal Oven Thermometer, 100 to 600 degrees F Temperature Range"
Industrial & Scientific,http://ecx.images-amazon.com/images/I/51NZ61D5H-L._SX342_.jpg,http://www.amazon.com/Aprilaire-35-Water-Panel-Evaporator/dp/B0076OW80S,$22.29,,"Aprilaire #35 Water Panel Evaporator, 2PK"
Industrial & Scientific,http://ecx.images-amazon.com/images/I/318oiOBUJ2L._SX342_.jpg,http://www.amazon.com/Super-Strong-Neodymium-Craft-Magnets/dp/B001ANVAHI,$7.79,,Super Strong Neodymium Disc Craft Magnets 1/4 X 1/16 Inch N42 (Set of 100)
